"X0.Fine","X0.JC","X0.RP","X0.RedBlack"
88.28,1.1778,-0.397800000000001,0
88.38,1.1788,-0.398800000000001,0
88.48,1.1798,-0.399800000000001,0
88.58,1.1808,-0.400800000000001,0
88.68,1.1818,-0.401800000000001,0
88.78,1.1828,-0.402800000000001,0
88.88,1.1838,-0.403800000000001,0
88.98,1.1848,-0.404800000000001,0
89.08,1.1858,-0.405800000000001,0
89.18,1.1868,-0.406800000000001,0
89.28,1.1878,-0.407800000000001,0
89.38,1.1888,-0.408800000000001,0
89.48,1.1898,-0.409800000000001,0
89.58,1.1908,-0.410800000000001,0
89.68,1.1918,-0.411800000000001,0
89.78,1.1928,-0.412800000000001,0
89.88,1.1938,-0.413800000000001,0
89.98,1.1948,-0.414800000000001,0
90.08,1.1958,-0.415800000000001,0
90.18,1.1968,-0.416800000000001,0
90.28,1.1978,-0.417800000000001,0
90.38,1.1988,-0.418800000000001,0
90.48,1.1998,-0.419800000000001,0
90.58,1.2008,-0.420800000000001,0
90.68,1.2018,-0.421800000000001,0
90.78,1.2028,-0.422800000000001,0
90.88,1.2038,-0.423800000000001,0
90.98,1.2048,-0.424800000000001,0
91.08,1.2058,-0.425800000000001,0
91.18,1.2068,-0.426800000000001,0
91.28,1.2078,-0.427800000000001,0
91.38,1.2088,-0.428800000000001,0
91.48,1.2098,-0.429800000000001,0
91.58,1.2108,-0.430800000000001,0
91.68,1.2118,-0.431800000000001,0
91.78,1.2128,-0.432800000000001,0
91.88,1.2138,-0.433800000000001,0
91.98,1.2148,-0.434800000000001,0
92.08,1.2158,-0.435800000000001,0
92.18,1.2168,-0.436800000000001,0
92.28,1.2178,-0.437800000000001,0
92.38,1.2188,-0.438800000000001,0
92.48,1.2198,-0.439800000000001,0
92.58,1.2208,-0.440800000000001,0
92.68,1.2218,-0.441800000000001,0
92.78,1.2228,-0.442800000000001,0
92.88,1.2238,-0.443800000000001,0
92.98,1.2248,-0.444800000000001,0
93.08,1.2258,-0.445800000000001,0
93.18,1.2268,-0.446800000000001,0
93.28,1.2278,-0.447800000000001,0
93.38,1.2288,-0.448800000000001,0
93.48,1.2298,-0.449800000000001,0
93.58,1.2308,-0.450800000000001,0
93.68,1.2318,-0.451800000000001,0
93.78,1.2328,-0.452800000000001,0
93.88,1.2338,-0.453800000000001,0
93.98,1.2348,-0.454800000000001,0
94.08,1.2358,-0.455800000000001,0
94.18,1.2368,-0.456800000000001,0
94.28,1.2378,-0.457800000000001,0
94.38,1.2388,-0.458800000000001,0
94.48,1.2398,-0.459800000000001,0
94.58,1.2408,-0.460800000000001,0
94.68,1.2418,-0.461800000000001,0
94.78,1.2428,-0.462800000000001,0
94.88,1.2438,-0.463800000000001,0
94.98,1.2448,-0.464800000000001,0
95.08,1.2458,-0.465800000000001,0
95.18,1.2468,-0.466800000000001,0
95.28,1.2478,-0.467800000000001,0
95.38,1.2488,-0.468800000000001,0
95.48,1.2498,-0.469800000000001,0
95.58,1.2508,-0.470800000000001,0
95.68,1.2518,-0.471800000000001,0
95.78,1.2528,-0.472800000000001,0
95.88,1.2538,-0.473800000000001,0
95.98,1.2548,-0.474800000000001,0
96.08,1.2558,-0.475800000000001,0
96.18,1.2568,-0.476800000000001,0
96.28,1.2578,-0.477800000000001,0
96.38,1.2588,-0.478800000000001,0
96.48,1.2598,-0.479800000000001,0
96.58,1.2608,-0.480800000000001,0
96.68,1.2618,-0.481800000000001,0
96.78,1.2628,-0.482800000000001,0
96.88,1.2638,-0.483800000000001,0
96.98,1.2648,-0.484800000000001,0
97.08,1.2658,-0.485800000000001,0
97.18,1.2668,-0.486800000000001,0
97.28,1.2678,-0.487800000000001,0
97.38,1.2688,-0.488800000000001,0
97.48,1.2698,-0.489800000000001,0
97.58,1.2708,-0.490800000000001,0
97.68,1.2718,-0.491800000000001,0
97.78,1.2728,-0.492800000000001,0
97.88,1.2738,-0.493800000000001,0
97.98,1.2748,-0.494800000000001,0
98.08,1.2758,-0.495800000000001,0
98.18,1.2768,-0.496800000000001,0
98.28,1.2778,-0.497800000000001,0
98.38,1.2788,-0.498800000000001,0
98.48,1.2798,-0.499800000000001,0
98.58,1.2808,-0.500800000000001,0
98.68,1.2818,-0.501800000000001,0
98.78,1.2828,-0.502800000000001,0
98.88,1.2838,-0.503800000000001,0
98.98,1.2848,-0.504800000000001,0
99.08,1.2858,-0.505800000000001,0
99.18,1.2868,-0.506800000000001,0
99.28,1.2878,-0.507800000000001,0
99.38,1.2888,-0.508800000000001,0
99.48,1.2898,-0.509800000000001,0
99.58,1.2908,-0.510800000000001,0
99.68,1.2918,-0.511800000000001,0
99.78,1.2928,-0.512800000000001,0
99.88,1.2938,-0.513800000000001,0
99.98,1.2948,-0.514800000000001,0
100.08,1.2958,-0.515800000000001,0
100.18,1.2968,-0.516800000000001,0
100.28,1.2978,-0.517800000000001,0
100.38,1.2988,-0.518800000000001,0
100.48,1.2998,-0.519800000000001,0
100.58,1.3008,-0.520800000000001,0
100.68,1.3018,-0.521800000000001,0
100.78,1.3028,-0.522800000000001,0
100.88,1.3038,-0.523800000000001,0
100.98,1.3048,-0.524800000000001,0
101.08,1.3058,-0.525800000000001,0
